WKT_GEOM;C_COMP_MERC;INDIRIZZ;CARRAIO;FRONTE;INSEGNA;ANNO_INI;MESE_INI;TIPO_MER;DESC_RIP;DETT_RIP;CAT_MER;PREVALEN;TIPO_LOC;MQ_TOT_L;MQ_TOT_V;TIPO_ADD;NOME_ADD;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;COORD_X;COORD_Y
POINT (1395593.351 4992173.433);EP;CORSO PALESTRO 2/F;No;No;;2023;8;             .;Somministrazione;B;Nessuna;;54621;42;;N;;192;05;1;22;10122;1395593,351;4992173,433
POINT (1395583.431 4992154.568);EP;CORSO PALESTRO 2;No;No;;2024;2;             .;Somministrazione;A;Nessuna;;42737;82;;N;;192;05;1;22;10122;1395583,431;4992154,568
POINT (1395577.87 4992085.302);EP;CORSO PALESTRO 3;Si;No;;2003;2;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;54577;32;;N;;196;05;1;23;10122;1395577,87;4992085,302
POINT (1395577.87 4992085.302);CF;CORSO PALESTRO 3;Si;No;;2014;9;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Minimercato;S;130188;253;180;N;NEGOZIO;196;05;1;23;10122;1395577,87;4992085,302
POINT (1395569.521 4992069.244);EP;CORSO PALESTRO 3 bis/C;No;No;;2025;8;             .;Somministrazione;B;Nessuna;;125551;34;;N;;196;05;1;23;10122;1395569,521;4992069,244
POINT (1395571.513 4992131.901);EP;CORSO PALESTRO 4 bis/A;No;No;;2024;9;             .;Somministrazione;B;Nessuna;;57111;75;;N;;192;05;1;22;10122;1395571,513;4992131,901
POINT (1395571.513 4992131.901);EP;CORSO PALESTRO 4 bis/A;No;No;;2002;8;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;54070;31;;;;192;05;1;22;10122;1395571,513;4992131,901
POINT (1394774.854 4992537.114);CF;VIA AMEDEO PEYRON 17/F;No;No;;2024;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;159605;39;39;N;;702;16;4;0;10143;1394774,854;4992537,114
POINT (1394619.818 4992631.355);CF;VIA AMEDEO PEYRON 34/C;No;No;;2025;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;162503;14;14;N;;684;16;4;336;10143;1394619,818;4992631,355
POINT (1398036.335 4993752.93);EP;VIA ERRICO PETRELLA 40;Si;No;;2024;9;ALTRO;DIA di somministrazione;in sale cinematografiche, musei, teatri, sale concerto, complessi sportivi;Nessuna;;159226;18;;N;;4602;37;6;545;10154;1398036,335;4993752,93
POINT (1398036.335 4993752.93);CF;VIA ERRICO PETRELLA 40;Si;No;;2002;9;ALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio in spaccio interno;Alimentari;S;23663;8;.;;SPACCIO;4602;37;6;545;10154;1398036,335;4993752,93
POINT (1397380.41353782 4992698.26665404);EP;VIA PERUGIA 36/E;No;No;;2008;1;             .;Somministrazione;B;Nessuna;;64983;105;;N;;1006;23;7;686;10152;1397380,41353782;4992698,26665404
POINT (1397504.12283173 4992763.74079568);CF;VIA PERUGIA 52;No;No;;2003;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;1671;.;172;N;NEGOZIO;1001;23;7;685;10152;1397504,12283173;4992763,74079568
POINT (1395560.597 4991958.94);CF;VIA ETTORE PERRONE 10;No;No;;2025;5;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Autoveicoli e motoveicoli;S;161500;.;.;N;;202;05;1;23;10122;1395560,597;4991958,94
POINT (1400050.299 4992163.929);EP;PIAZZA ALBERTO PASINI 3/C;No;No;;2001;3;ALTRO;Somministrazione;A;Nessuna;;52500;210;;N;;2519;72;7;713;10132;1400050,299;4992163,929
POINT (1395407.388 4992220.145);EP;VIA GIUSEPPE LUIGI PASSALACQUA 1/G;No;No;;2000;3;ALTRO;Somministrazione;A;Nessuna;;51762;63;;N;;191;05;1;0;10122;1395407,388;4992220,145
POINT (1395383.03 4992198.62);CFE;VIA GIUSEPPE LUIGI PASSALACQUA 2/E;No;No;;2022;5;EXTRALIMENTARI;GIORNALI;Vendita non esclusiva di quotidiani e periodici;Quotidiani e periodici;S;151600;38;10;N;;190;05;1;18;10122;1395383,03;4992198,62
POINT (1395383.03 4992198.62);CF;VIA GIUSEPPE LUIGI PASSALACQUA 2/E;No;No;;2022;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;18782;38;23;N;NEGOZIO;190;05;1;18;10122;1395383,03;4992198,62
POINT (1395383.03 4992198.62);CF;VIA GIUSEPPE LUIGI PASSALACQUA 2/E;No;No;;2022;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tabacchi;N;18782;38;23;N;NEGOZIO;190;05;1;18;10122;1395383,03;4992198,62
POINT (1395383.03 4992198.62);CF;VIA GIUSEPPE LUIGI PASSALACQUA 2/E;No;No;;2022;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Pastigliaggi;N;18782;38;23;N;NEGOZIO;190;05;1;18;10122;1395383,03;4992198,62
POINT (1395404.02258205 4992213.62254295);EP;VIA GIUSEPPE LUIGI PASSALACQUA 3/B;No;No;;2021;6;             .;Somministrazione;A;Nessuna;;43779;78;;N;;191;05;1;22;10122;1395404,02258205;4992213,62254295
POINT (1395398.18969378 4992202.31782543);CF;VIA GIUSEPPE LUIGI PASSALACQUA 3;Si;No;;2006;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Fotografia;S;110637;20;20;N;;191;05;1;22;10122;1395398,18969378;4992202,31782543
POINT (1395362.864 4992159.27);CF;VIA GIUSEPPE LUIGI PASSALACQUA 4;Si;No;;2025;3;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;103508;223;169;N;NEGOZIO;3144;05;1;18;10122;1395362,864;4992159,27
POINT (1395362.864 4992159.27);CF;VIA GIUSEPPE LUIGI PASSALACQUA 4;Si;No;;2025;3;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;103508;223;169;N;NEGOZIO;3144;05;1;18;10122;1395362,864;4992159,27
POINT (1397010.982 4994199.853);CF;VIA PIER LUIGI PALESTRINA 29/E;No;No;;2019;11;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;22854;40;40;N;NEGOZIO;1645;38;6;564;10155;1397010,982;4994199,853
POINT (1397010.982 4994199.853);CF;VIA PIER LUIGI PALESTRINA 29/E;No;No;;2019;11;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;22854;40;40;N;NEGOZIO;1645;38;6;564;10155;1397010,982;4994199,853
POINT (1396966.244 4994222.257);AE;VIA PIER LUIGI PALESTRINA 31;No;No;;2022;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;151819;45;.;N;;1714;39;6;576;10155;1396966,244;4994222,257
POINT (1396925.498 4994242.13);AE;VIA PIER LUIGI PALESTRINA 37;No;No;;2024;11;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;159802;59;.;N;;1714;39;6;576;10155;1396925,498;4994242,13
POINT (1396925.498 4994242.13);CF;VIA PIER LUIGI PALESTRINA 37;No;No;;2024;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Acconciatore/Estetista;S;159019;57;24;N;;1714;39;6;576;10155;1396925,498;4994242,13
POINT (1396925.498 4994242.13);CF;VIA PIER LUIGI PALESTRINA 37;No;No;;2021;6;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;149717;2;2;N;NEGOZIO;1714;39;6;576;10155;1396925,498;4994242,13
POINT (1396925.498 4994242.13);CF;VIA PIER LUIGI PALESTRINA 37;No;No;;2019;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;145760;59;59;N;NEGOZIO;1714;39;6;576;10155;1396925,498;4994242,13
POINT (1396822.217 4994309.067);AE;VIA PIER LUIGI PALESTRINA 44;No;No;;2018;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;141015;27;.;N;;1706;39;6;574;10155;1396822,217;4994309,067
POINT (1396791.884 4994307.272);CF;VIA PIER LUIGI PALESTRINA 49;No;No;;1989;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Farmacia;S;33938;59;.;;NEGOZIO;1712;39;6;574;10155;1396791,884;4994307,272
POINT (1395787.88 4989322.557);EP;VIA FRANCESCO PETRARCA 13;No;No;;2007;2;             .;Somministrazione;B;Nessuna;;57408;40;;N;;877;19;8;750;10126;1395787,88;4989322,557
POINT (1395827.942 4989310.97);EP;VIA FRANCESCO PETRARCA 15;No;No;;2025;7;             .;Somministrazione;B;Nessuna;;99761;110;;N;;878;19;8;755;10126;1395827,942;4989310,97
POINT (1393429.241 4991284.616);AE;VIA PERRERO 22/A;No;No;;2018;2;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;140395;41;.;N;;1461;33;3;234;10139;1393429,241;4991284,616
POINT (1393429.241 4991284.616);CF;VIA PERRERO 22/A;No;No;;2024;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Cosmetici;S;158397;12;12;N;;1461;33;3;234;10139;1393429,241;4991284,616
POINT (1390341.98625397 4992170.25972209);CF;VIA EDOARDO PERRONCITO 1/B;No;No;;2013;12;EXTRALIMENTARI;COSE ANTICHE E USATE;Vend.ingrosso di cose antiche ed usate;Oggetti preziosi;S;127456;25;25;N;;3687;64;4;414;10146;1390341,98625397;4992170,25972209
POINT (1390341.98625397 4992170.25972209);CF;VIA EDOARDO PERRONCITO 1/B;No;No;;2011;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Oggetti preziosi;S;116348;22;2;N;NEGOZIO;3687;64;4;414;10146;1390341,98625397;4992170,25972209
POINT (1390341.98625397 4992170.25972209);CF;VIA EDOARDO PERRONCITO 1/B;No;No;;2011;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;116348;22;2;N;NEGOZIO;3687;64;4;414;10146;1390341,98625397;4992170,25972209
POINT (1390356.78127446 4992173.76723279);CF;VIA EDOARDO PERRONCITO 2/C;No;No;;2013;10;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;126859;36;5;N;NEGOZIO;3079;64;4;414;10146;1390356,78127446;4992173,76723279
POINT (1390340.3368869 4992209.28767083);CF;VIA EDOARDO PERRONCITO 7/A;Si;No;;2016;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;135240;121;10;N;NEGOZIO;3687;64;4;414;10146;1390340,3368869;4992209,28767083
POINT (1390340.3368869 4992209.28767083);CF;VIA EDOARDO PERRONCITO 7/A;Si;No;;2016;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;135240;121;10;N;NEGOZIO;3687;64;4;414;10146;1390340,3368869;4992209,28767083
POINT (1395654.572 4992137.618);EP;VIA ETTORE PERRONE 2/G;No;No;;2014;11;ALTRO;Somministrazione;U;Nessuna;;130724;22;;N;;185;05;1;23;10122;1395654,572;4992137,618
POINT (1393345.34479167 4992507.30833333);AE;VIA ROSOLINO PILO 33/A;No;No;;2021;1;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;58136;37;.;N;;1354;30;4;378;10143;1393345,34479167;4992507,30833333
POINT (1397634.765 4993626.248);CF;VIA ERRICO PETRELLA 5;No;No;;2015;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;133360;88;4;N;;1600;37;6;543;10154;1397634,765;4993626,248
POINT (1395509.503 4988970.173);EP;VIA ILARIONE PETITTI 16/A;No;No;;2023;11;ALTRO;Somministrazione;U;Nessuna;;156483;58;;N;;913;20;8;764;10126;1395509,503;4988970,173
POINT (1395516.499 4988968.788);AE;VIA ILARIONE PETITTI 16/B;No;No;;2006;3;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;60941;58;.;N;;913;20;8;764;10126;1395516,499;4988968,788
POINT (1395516.499 4988968.788);CF;VIA ILARIONE PETITTI 16/B;No;No;;2011;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Profumeria;S;118169;75;10;N;NEGOZIO;913;20;8;764;10126;1395516,499;4988968,788
POINT (1395582.451 4992000.919);EP;VIA ETTORE PERRONE 8/A;No;No;;2001;8;ALTRO;Somministrazione;B;Nessuna;;52956;82;;N;;202;05;1;23;10122;1395582,451;4992000,919
POINT (1393631.02 4991124.303);CF;VIA PEROSA 74;No;No;;2018;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;141144;15;15;N;NEGOZIO;1470;33;3;235;10139;1393631,02;4991124,303
POINT (1393912.101 4993044.296);EP;PIAZZA GIUSEPPE PEROTTI 8/E;No;No;;2025;6;             .;Somministrazione;B;Nessuna;;56119;52;;N;;1262;29;4;355;10143;1393912,101;4993044,296
POINT (1399898.988 4994444.015);EP;STRADA DEL PASCOLO 61;No;No;;2010;8;             .;Somministrazione;A+B;Nessuna;;49901;131;;N;;2575;79;6;629;10156;1399898,988;4994444,015
POINT (1400072.584 4994529.914);CF;STRADA DEL PASCOLO 65 int. 18;No;No;;2021;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;149483;60;40;N;NEGOZIO;2575;79;6;629;10156;1400072,584;4994529,914
POINT (1400072.584 4994529.914);CF;STRADA DEL PASCOLO 65 int. 18;No;No;;2021;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;149483;60;40;N;NEGOZIO;2575;79;6;629;10156;1400072,584;4994529,914
POINT (1400072.584 4994529.914);CF;STRADA DEL PASCOLO 65 int. 18;No;No;;2013;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;127470;247;235;N;NEGOZIO;2575;79;6;629;10156;1400072,584;4994529,914
POINT (1400072.584 4994529.914);CF;STRADA DEL PASCOLO 65 int. 18;No;No;;2013;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;127470;247;235;N;NEGOZIO;2575;79;6;629;10156;1400072,584;4994529,914
POINT (1394284.408 4990095.883);AE;VIA ANTONIO PIGAFETTA 49/B;No;No;;2006;10;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;62442;80;.;N;;1176;26;1;60;10129;1394284,408;4990095,883
POINT (1394284.408 4990095.883);CF;VIA ANTONIO PIGAFETTA 49/B;No;No;;2011;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;135329;46;40;N;NEGOZIO;1176;26;1;60;10129;1394284,408;4990095,883
POINT (1394229.083 4990015.903);AE;VIA ANTONIO PIGAFETTA 54/B;No;No;;1992;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58992;0;.;;;1182;26;1;61;10129;1394229,083;4990015,903
POINT (1394229.083 4990015.903);CF;VIA ANTONIO PIGAFETTA 54/B;No;No;;2017;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Articoli pr la casa;S;138410;40;20;N;NEGOZIO;1182;26;1;61;10129;1394229,083;4990015,903
POINT (1393800.189 4992437.915);EP;VIA ROSOLINO PILO 6/A;Si;No;;2023;11;ALTRO;DIA di somministrazione;in sale cinematografiche, musei, teatri, sale concerto, complessi sportivi;Nessuna;;156651;25;;N;;1299;29;4;362;10143;1393800,189;4992437,915
POINT (1393535.965 4992477.941);CF;VIA ROSOLINO PILO 21;No;No;;2000;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;36838;33;.;;NEGOZIO;1301;29;4;366;10143;1393535,965;4992477,941
POINT (1393629.399 4992472.368);EP;VIA ROSOLINO PILO 24;No;No;;2021;8;ALTRO;DIA di somministrazione;in scuole, ospedali, comunità religiose, caserme;Nessuna;;150125;140;;N;;4996;29;4;366;10143;1393629,399;4992472,368
POINT (1394500.432 4990535.07);AE;VIA ANTONIO PIGAFETTA 4/A;No;No;;1979;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59341;0;.;;;1148;26;1;54;10129;1394500,432;4990535,07
POINT (1395802.68 4989318.256);CF;VIA FRANCESCO PETRARCA 13/F;No;No;;2019;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Oggettistica;S;143762;.;35;N;NEGOZIO;877;19;8;750;10126;1395802,68;4989318,256
POINT (1391873.813 4992105.537);EP;CORSO PESCHIERA 380;No;No;;2023;9;ALTRO;DIA di somministrazione;in scuole, ospedali, comunità religiose, caserme;Nessuna;;155949;.;;N;;5205;51;3;279;10139;1391873,813;4992105,537
POINT (1398761.866 4994126.864);CF;VIA GIAMBATTISTA PERGOLESI 157;No;No;;2007;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio in spaccio aziendale;Autoveicoli e motoveicoli;S;150129;1125;72;N;;4514;40;6;580;10154;1398761,866;4994126,864
POINT (1398761.866 4994126.864);CF;VIA GIAMBATTISTA PERGOLESI 157;No;No;;2007;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio in spaccio aziendale;Vendita al dettaglio di cose antiche ed usate;N;150129;1125;72;N;;4514;40;6;580;10154;1398761,866;4994126,864
POINT (1398885.241 4994050.389);CF;VIA GIAMBATTISTA PERGOLESI 171;No;No;;2015;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;131580;27;25;N;NEGOZIO;3327;40;6;588;10154;1398885,241;4994050,389
POINT (1398897.109 4994043.118);CF;VIA GIAMBATTISTA PERGOLESI 173;No;No;;1988;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Non alimentari generici;S;7519;50;.;;NEGOZIO;3327;40;6;588;10154;1398897,109;4994043,118
POINT (1398897.109 4994043.118);CF;VIA GIAMBATTISTA PERGOLESI 173;No;No;;2025;10;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Minimercato;S;162730;60;60;N;;3327;40;6;588;10154;1398897,109;4994043,118
POINT (1398897.109 4994043.118);CF;VIA GIAMBATTISTA PERGOLESI 173;No;No;;2000;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;29621;40;.;;NEGOZIO;3327;40;6;588;10154;1398897,109;4994043,118
POINT (1398886.492 4994019.835);CF;VIA GIAMBATTISTA PERGOLESI 174;No;No;;2012;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Calzature;S;119821;33;33;N;NEGOZIO;1737;40;6;588;10154;1398886,492;4994019,835
POINT (1394421.814 4989396.497);CF;CORSO GIOVANNI PASCOLI 7;No;No;;1996;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;154985;184;50;N;;2148;54;1;80;10134;1394421,814;4989396,497
POINT (1394421.814 4989396.497);CF;CORSO GIOVANNI PASCOLI 7;No;No;;2022;10;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Extralimentari;S;153159;.;.;N;;2148;54;1;80;10134;1394421,814;4989396,497
POINT (1394422.252 4989369.384);AE;CORSO GIOVANNI PASCOLI 9/B;No;No;;1984;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;57949;51;.;;;2148;54;1;80;10134;1394422,252;4989369,384
POINT (1394452.148 4990416.82);AE;VIA ANTONIO PIGAFETTA 17;Si;No;;2019;11;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;145020;87;.;N;;1155;26;1;55;10129;1394452,148;4990416,82
POINT (1394452.148 4990416.82);CF;VIA ANTONIO PIGAFETTA 17;Si;No;;2019;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;145065;12;12;N;;1155;26;1;55;10129;1394452,148;4990416,82
POINT (1394452.148 4990416.82);CF;VIA ANTONIO PIGAFETTA 17;Si;No;;2010;6;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;112302;70;43;N;NEGOZIO;1155;26;1;55;10129;1394452,148;4990416,82
POINT (1394406.686 4990355.684);CF;VIA ANTONIO PIGAFETTA 22/B;No;No;;1992;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;35910;45;.;;NEGOZIO;1161;26;1;55;10129;1394406,686;4990355,684
POINT (1394392.972 4990329.455);CF;VIA ANTONIO PIGAFETTA 24;Si;No;;2000;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;27874;30;.;N;NEGOZIO;1161;26;1;55;10129;1394392,972;4990329,455
POINT (1394288.318 4990129.14);CF;VIA ANTONIO PIGAFETTA 44/B;No;No;;2025;1;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Extralimentari;S;160322;.;.;N;;1175;26;1;61;10129;1394288,318;4990129,14
POINT (1395458.41096364 4988986.38630449);CF;VIA ILARIONE PETITTI 12;No;No;;2006;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Articoli sanitari e ortopedici;S;64383;130;60;N;;912;20;8;761;10126;1395458,41096364;4988986,38630449
POINT (1392079.053 4991938.45);CF;CORSO PESCHIERA 311/C;No;No;;1995;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;4886;104;.;;NEGOZIO;3423;51;3;284;10141;1392079,053;4991938,45
POINT (1392053.944 4991952.754);CF;CORSO PESCHIERA 313/A;No;No;;1988;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;39129;25;.;;NEGOZIO;3418;51;3;284;10141;1392053,944;4991952,754
POINT (1392307.5943498 4991859.44074733);AE;CORSO PESCHIERA 314/B;No;No;;2007;10;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;61989;58;.;N;;2080;51;3;282;10139;1392307,5943498;4991859,44074733
POINT (1392307.5943498 4991859.44074733);CF;CORSO PESCHIERA 314/B;No;No;;2008;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Non alimentari annessi ad altre attività;S;102785;58;3;N;NEGOZIO;2080;51;3;282;10139;1392307,5943498;4991859,44074733
POINT (1392035.542 4991963.209);CF;CORSO PESCHIERA 315/B;No;No;;2022;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Cartolerie;S;151190;69;46;N;NEGOZIO;3418;51;3;284;10141;1392035,542;4991963,209
POINT (1397683.844 4994803.322);AE;VIA GIAMBATTISTA PERGOLESI 7/B;No;No;;1998;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61434;0;.;;;4281;41;6;603;10154;1397683,844;4994803,322
POINT (1397774.998 4994752.847);AE;VIA GIAMBATTISTA PERGOLESI 21/B;No;No;;1996;5;ALTRO;Acconciatori/estetisti;Acconciatori/estetisti;Nessuna;;61019;0;.;;;4289;41;6;603;10154;1397774,998;4994752,847
POINT (1398128.682 4994490.639);CF;VIA GIAMBATTISTA PERGOLESI 74/C;No;No;;2019;11;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Frutta e verdura;S;155545;40;40;N;;3332;41;6;601;10154;1398128,682;4994490,639
POINT (1398141.649 4994482.615);CF;VIA GIAMBATTISTA PERGOLESI 74/H;Si;No;;2019;6;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;144081;33;24;N;NEGOZIO;3332;41;6;601;10154;1398141,649;4994482,615
POINT (1398141.649 4994482.615);CF;VIA GIAMBATTISTA PERGOLESI 74/H;Si;No;;2016;10;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Panetteria;S;136740;31;22;N;NEGOZIO;3332;41;6;601;10154;1398141,649;4994482,615
POINT (1398886.136 4993924.678);EP;VIA MODESTO PAROLETTI 15;Si;No;;2023;9;ALTRO;DIA di somministrazione;in scuole, ospedali, comunità religiose, caserme;Nessuna;;156387;.;;N;;4557;40;6;588;10154;1398886,136;4993924,678
POINT (1396607.111 4987032.891);CF;VIA ALLA PARROCCHIA 6;No;No;;2022;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Fiori e piante;S;152361;36;23;N;NEGOZIO;2618;87;8;784;10133;1396607,111;4987032,891
POINT (1394587.228 4992408.959);CF;VIA PIETRO PIFFETTI 31 bis/D;No;No;;2020;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Farmacia;S;25701;160;125;N;NEGOZIO;713;16;4;340;10143;1394587,228;4992408,959
POINT (1391950.926 4992011.171);AE;CORSO PESCHIERA 327;No;No;;1998;10;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;61423;55;.;N;;2069;51;3;284;10141;1391950,926;4992011,171
POINT (1391912.598 4992032.906);CFE;CORSO PESCHIERA 335/C;No;No;;2019;2;EXTRALIMENTARI;GIORNALI;Vendita non esclusiva di quotidiani e periodici;Quotidiani e periodici;S;142790;.;.;N;NEGOZIO;2069;51;3;284;10141;1391912,598;4992032,906
POINT (1391912.598 4992032.906);CF;CORSO PESCHIERA 335/C;No;No;;2018;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tabacchi;S;28268;60;26;N;NEGOZIO;2069;51;3;284;10141;1391912,598;4992032,906
POINT (1391912.598 4992032.906);CF;CORSO PESCHIERA 335/C;No;No;;2018;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Non alimentari annessi ad altre attività;N;28268;60;26;N;NEGOZIO;2069;51;3;284;10141;1391912,598;4992032,906
POINT (1391901.866 4992038.992);EP;CORSO PESCHIERA 337/A;No;No;;2025;9;             .;Somministrazione;U;Nessuna;;150281;16;;N;;2069;51;3;284;10141;1391901,866;4992038,992
POINT (1391893.289 4992043.855);CF;CORSO PESCHIERA 337;No;No;;2019;8;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;144446;43;22;N;;2069;51;3;284;10141;1391893,289;4992043,855
